muni,count,lon,lat
16112,5,-100.33794886,19.43822531
17001,4,-99.38668497,18.59000049
17002,1,-98.89450111,18.93504982
17003,3,-98.75211401,18.52523896
17004,3,-98.97897017,18.71621794
17005,1,-99.44577706,18.73183008
17006,9,-98.96180449,18.82705976
17007,25,-99.26302765,18.93887812
17008,3,-99.18089778,18.81372618
17009,5,-99.23662672,19.05759276
17011,6,-99.16645097,18.88515843
17012,8,-99.22254296,18.58455463
17015,2,-99.35517814,18.80295735
17017,7,-99.28567481,18.57779342
17018,11,-99.27224257,18.84253096
17019,1,-98.89425245,18.57477528
17020,4,-99.10518861,18.98129584
17021,1,-99.41239406,18.69273564
17024,8,-99.10824605,18.70495251
17025,2,-99.07472909,18.49913238
17028,5,-99.23527614,18.76189782
17029,10,-99.05235336,18.87223534
17030,2,-98.85681235,18.85269755
17031,4,-99.2027141,18.65565407
18004,1,-105.05674761,21.13137122
18008,1,-104.96176143,21.39086208
18015,2,-105.32218001,21.85403003
18016,1,-105.51945292,22.33701825
18017,4,-104.84048647,21.62158999
18020,3,-105.27109504,20.84635495
19004,2,-100.02951834,25.30143412
19005,2,-100.0253546,27.34215396
19006,1,-100.18733104,25.79227576
19009,8,-99.91418546,25.52459054
19010,3,-100.35688455,25.90077114
19012,10,-100.18543552,25.97745846
19013,1,-98.97240917,25.48015877
19014,2,-100.30626649,23.86010838
19016,2,-99.80497996,25.84925201
19017,1,-100.39228723,24.76050897
19018,15,-100.65977692,25.80901056
19019,2,-100.3747577,25.64459748
19020,2,-98.84841806,25.80331479
19021,7,-100.35557502,25.82186667
19025,3,-100.13481972,25.91139219
19026,19,-100.20579421,25.67265769
19031,14,-100.12147985,25.61409014
19032,2,-100.41821593,27.05084141
19033,1,-99.52921953,24.85177059
19035,1,-99.49351595,26.04893061
19038,8,-99.80838054,25.12630542
19039,37,-100.31095178,25.64464035
19041,3,-99.97713474,25.73676866
19042,1,-99.58766699,25.65331004
19044,2,-100.14928825,26.57510231
19045,6,-100.27038533,26.16105223
19046,4,-100.27069263,25.73607632
19048,12,-100.48386337,25.57461031
19051,1,-100.34806951,26.46970461
20002,2,-96.53956536,18.45215291
20005,1,-94.95645244,16.66197944
20012,1,-96.52776972,15.89776534
20030,1,-95.03953595,16.4671716
20039,3,-97.7998495,17.85514719
20041,3,-96.79997821,18.14458495
20043,6,-94.93109275,16.38160316
20044,2,-95.89104372,18.00083221
20055,1,-98.12365401,17.82752528
20057,6,-94.99096906,17.15560367
20058,1,-96.91094817,18.02936486
20059,5,-96.64607523,16.34838425
20064,1,-95.79415893,16.6686923
20067,5,-96.72412007,17.10210531
20073,5,-97.89361467,16.99831356
20079,3,-95.21957567,16.19338942
20085,2,-96.62081919,15.97617647
20128,1,-96.17494951,17.35143804
20134,1,-96.53510114,18.06964547
20153,1,-97.04525976,16.05062452
20177,1,-96.96902211,17.74116787
20178,1,-96.75915453,17.23798873
20184,10,-96.09253795,18.02855889
20190,1,-95.49677532,17.3183451
20198,1,-95.11216685,17.05406945
20211,1,-96.20880404,16.10685611
20227,1,-96.80356204,17.12904403
20278,1,-96.43906766,18.25251509
20302,1,-97.96946313,16.51880777
20318,6,-97.06957763,15.94964572
20324,3,-96.4128656,15.78921428
20327,1,-94.21529547,16.28079921
20334,4,-97.53747713,16.07768227
20338,1,-96.79317529,17.19515568
20348,2,-98.09363608,17.3452356
20350,1,-96.67970734,17.04530464
20381,1,-98.16437647,17.82143692
20384,1,-96.67813986,16.33730982
20385,2,-96.74859524,17.01902122
20390,3,-96.69111153,17.06497528
20401,1,-96.92215416,15.86198934
20413,4,-96.22325684,15.79625444
20414,1,-97.926371,16.20876435
20439,1,-96.68183626,15.77289022
20467,1,-97.78518396,16.20214238
20469,2,-98.01877464,17.19416679
20482,3,-98.12139237,16.29240029
20509,2,-96.63441348,15.83354681
20515,3,-95.39159596,16.22171044
20533,1,-96.58043998,16.24183069
20537,1,-98.14392272,17.56074632
20559,1,-96.33476666,17.79731088
20565,3,-96.76657257,16.94968338
21001,1,-97.93982646,19.1033013
21003,2,-98.1064026,18.15893294
21004,1,-97.76498324,19.02611094
21013,1,-97.30036858,18.35634421
21015,3,-98.05499676,19.04832022
21019,4,-98.4522922,18.89906991
21026,1,-98.47621913,19.10644153
21034,1,-98.29174546,19.13523475
21036,1,-96.9659423,18.28234991
21041,2,-98.25607681,19.11671772
21044,1,-97.57325921,19.59666014
21045,1,-97.42970984,18.97734204
21051,1,-98.62590949,18.51036719
21053,1,-98.13474367,19.82102188
21060,1,-98.4411403,19.13216528
21061,1,-96.92670138,18.50678093
21069,1,-98.51717405,18.76928625
21071,1,-98.05173534,20.16621141
21074,3,-98.44877906,19.16712035
21078,1,-97.7133002,19.94374845
21085,1,-98.44701034,18.50191588
21094,1,-97.67613533,19.46915447
21098,1,-97.86980516,18.66861506
21099,2,-97.42812562,18.73315745
21100,1,-98.10286098,20.24527304
21103,1,-97.33753748,18.62751876
21106,1,-98.31913555,18.93166717
21114,33,-98.17615466,19.00761149
21115,2,-97.63447059,18.94815781
21117,1,-97.81652558,19.24794131
21119,2,-98.2897525,19.02414118
21126,1,-98.39375169,19.03492142
21132,2,-98.42851299,19.26895642
21140,1,-98.34313061,19.07296366
21153,1,-97.96822819,18.88700453
21154,4,-97.7312203,18.85930269
21156,9,-97.44508376,18.46128765
21157,2,-98.30395121,18.35319017
21164,5,-97.87616383,19.01192895
21169,1,-97.93733911,18.49674863
21174,1,-97.35857551,19.86380579
21177,2,-97.6288709,18.65570959
21183,2,-97.90980922,20.16730933
21195,1,-97.18206461,18.53034909
21196,1,-97.94651501,18.27825046
21197,2,-97.90262658,20.32661795
21199,1,-97.35991993,19.72253577
21205,2,-97.67825119,18.76754974
21207,1,-97.58127268,19.85436973
21208,1,-97.99901149,19.96491989
21213,1,-97.79829523,20.2990971
21217,1,-96.9786686,18.37711212
22006,4,-100.44107489,20.48544207
22007,1,-99.8666886,20.64928262
22011,2,-100.27861751,20.72022829
22014,10,-100.45271029,20.72880538
22016,4,-100.00038004,20.36891154
22017,1,-99.95256399,20.55117298
23004,3,-88.4669667,18.50861574
23005,9,-86.94111688,21.07818808
23008,10,-87.39982272,20.58205564
24001,2,-101.25331105,22.45053296
24003,1,-99.11195949,21.72362397
24008,3,-100.27733662,22.44478376
24010,1,-99.71753175,22.43914517
24013,4,-99.06316081,22.10739256
24015,2,-101.12137733,23.21913784
24016,1,-98.51421755,22.2042265
24020,3,-100.58726868,23.51336274
24021,1,-101.15669264,22.2590433
24022,1,-101.17107383,22.73335046
24024,4,-100.03451944,21.96192818
24028,28,-100.96088855,22.27047925
24031,1,-99.40602609,21.58855358
24032,3,-100.55423274,21.7679767
24033,1,-101.68111177,23.34961959
24035,10,-100.85513359,22.27162472
24036,1,-99.35609774,21.93315016
24037,1,-98.78471997,21.24130694
24042,1,-98.6647239,21.60728856
24049,1,-101.91631305,22.9324175
24051,2,-100.6734083,22.64076357
24054,1,-99.02540542,21.38588697
24055,2,-100.67672047,22.00817352
24056,1,-100.80438752,22.65993097
24057,2,-98.83735473,21.32933262
25001,16,-109.1331985,25.89564801
25002,5,-108.14154331,25.14610638
25003,3,-107.39596473,25.59085471
25004,1,-105.99178778,23.41416866
25005,2,-106.79943513,24.48148376
25006,93,-107.26665386,24.6514903
25007,1,-108.27704168,26.68030641
25008,2,-106.84213765,24.04339025
25009,4,-105.68576105,22.72409473
25010,7,-108.67899713,26.25532113
25011,4,-108.55819187,25.5345967
25012,36,-106.30596381,23.46841439
25013,7,-107.77958652,25.35992094
25014,3,-105.80520484,23.05623489
25015,5,-108.07604952,25.41845504
25016,2,-106.37017641,23.95449476
25017,4,-108.11032039,25.96878979
25018,15,-107.76459762,24.72325232
26002,3,-109.19744353,31.10442351
26003,1,-108.87696714,27.05105854
26004,1,-111.92487425,31.17589724
26012,3,-110.15912405,27.74388509
26017,7,-112.53948622,30.82495234
26018,36,-109.88677107,27.79281977
26019,1,-110.23532005,30.98846022
26025,5,-110.66872886,28.00849387
26026,3,-109.68853384,27.0151371
26029,7,-110.62594745,28.14256372
26030,22,-111.4735094,29.02367335
26033,3,-109.40638027,26.65067223
26035,1,-110.74578219,30.84734103
26036,1,-111.02144101,30.7313829
26042,7,-109.4027334,27.07810146
26043,18,-111.00244332,31.19883403
26048,2,-113.29311912,31.52942876
26054,1,-109.75869635,28.60953483
26055,13,-114.35126008,32.01703661
26056,1,-110.79864014,29.46301686
26058,1,-111.05898578,30.4516397
26069,1,-108.96524831,28.41983451
26070,3,-112.90828825,31.71999008
26071,2,-109.85144406,27.10640175
27001,3,-91.31173364,17.80484952
27002,10,-93.64675234,18.17016622
27003,6,-92.58623946,18.36142312
27004,53,-92.8602107,18.00910356
27005,7,-93.33669765,18.28692896
27006,5,-93.22066924,18.07657775
27007,1,-91.6757826,17.70512366
27008,10,-93.69981914,17.82639053
27009,3,-92.78703376,17.76359427
27010,2,-93.0838765,18.21330536
27012,8,-92.45860022,17.84503972
27013,7,-92.94862336,18.18786501
27015,1,-92.732603460000007,17.5282321
27016,4,-92.95237537,17.62330665
27017,4,-91.29355894,17.42637633
28001,1,-98.26829151,24.13398853
28009,4,-97.8283959,22.27951923
28017,1,-99.41265851,23.47842578
28018,1,-98.52027397,24.26228145
28022,4,-97.53291023,25.61236294
28027,4,-99.67379902,27.47580985
28032,3,-98.37336068,25.81023622
28037,1,-98.03734713,23.7834299
28041,5,-99.16665096,23.69701948
29013,1,-97.93643381,19.33244361
29021,1,-98.55402812,19.4998259
29029,1,-98.22838917,19.24713091
29033,2,-98.23669392,19.30934734
29039,1,-98.02915359,19.41617132
29044,1,-98.26038382,19.19384801
30001,1,-97.04423266,19.56471389
30003,7,-95.03261136,18.0366793
30005,1,-95.80397263,18.55406058
30006,2,-97.27642307,18.71614672
30007,1,-96.56902009,19.01088106
30010,3,-97.12733097,19.77627465
30011,3,-95.85033618,18.79995005
30012,2,-95.68972379,18.43295756
30013,2,-97.68538713,21.31317133
30015,1,-95.39232785,18.60202055
30016,1,-96.30902318,19.31004918
30020,1,-97.10792738,18.67911236
30021,1,-96.7965438,18.92792948
30023,3,-97.11576299,19.90812683
30026,1,-96.94294025,19.58678638
30027,1,-98.17863349,20.81924222
30028,1,-96.12100554,19.11740532
30029,1,-97.17826511,19.11327219
30036,1,-96.94979726,19.67620622
30038,3,-96.93054619,19.4475469
30039,23,-94.39736763,18.13255848
30040,1,-97.53741248,20.42745527
30044,23,-96.93845744,18.93236783
30045,5,-95.97233596,18.30206741
30048,4,-94.5680803,18.01624261
30049,1,-96.36619139,18.86268869
30050,1,-97.55029855,20.2146302
30051,1,-97.66568391,20.33842179
30053,1,-96.65952086,18.77630255
30054,2,-95.80713719,18.21342248
30055,1,-98.33702086,21.19658479
30058,1,-98.04062246,21.00325252
30060,2,-97.6689843,21.37645382
30061,5,-93.95723578,17.5358358
30062,1,-97.03952586,19.000607
30065,5,-96.73142159,19.43999763
30068,1,-96.99007092,18.90215487
30069,2,-97.10959092,20.44637395
30070,1,-94.62128396,17.55377158
30071,5,-96.93977451,19.13680215
30072,3,-98.46760021,20.5177116
30074,3,-97.13310201,18.81730721
30075,1,-95.96350516,18.66545877
30077,5,-95.55839757,18.08214803
30079,1,-97.09226901,19.36556807
30081,2,-97.16658676,18.88988662
30083,1,-98.00998054,20.72305338
30085,2,-97.02901322,18.85056593
30086,1,-97.29189218,19.76471782
30087,44,-96.88833353,19.54385763
30089,3,-94.71507467,17.87041569
30090,1,-96.25323055,18.99968403
30093,3,-96.9164818,19.6111875
30094,1,-95.36585165,17.98153738
30097,1,-95.50058695,18.65658733
30099,2,-97.26566391,18.83652575
30101,2,-97.1838514,18.93297294
30102,9,-97.05103274,20.13354816
30103,1,-97.65261501,20.20800857
30105,1,-96.1619109,18.98827775
30108,12,-94.3886966,17.71136874
30109,3,-96.88543722,19.96258631
30111,1,-94.28574276,17.9826748
30112,2,-96.84098748,19.63327726
30114,2,-96.79325104,20.10701928
30115,1,-97.19899721,18.825356
30118,8,-97.10480787,18.85586189
30121,2,-97.847609,21.72125868
30122,1,-94.67790599,18.20342171
30123,8,-98.25637589,22.11398629
30124,8,-97.28632709,20.41090014
30125,3,-96.66301274,18.9426961
30128,2,-97.27889594,19.52843749
30131,17,-97.43847188,20.53004888
30134,2,-96.56567185,19.30132699
30135,3,-97.09560038,18.80292982
30136,1,-96.98482614,19.59959057
30137,1,-97.04343852,18.67397933
30138,8,-97.1509199,18.84449831
30140,1,-97.09302106,18.77226012
30141,7,-95.22222152,18.46717781
30142,2,-95.16202377,17.76597682
30143,1,-95.39983457,18.39931897
30144,2,-94.94589874,17.72470458
30145,1,-94.83464604,18.00248922
30147,1,-97.18624474,18.70689595
30148,2,-96.45317706,19.04891536
30149,3,-94.90079557,18.23697539
30152,1,-97.77841936,21.93617932
30153,1,-97.77894274,21.26296773
30155,2,-98.17126331,21.38897009
30156,1,-97.0841881,19.71156675
30157,3,-97.66908585,20.73194315
30158,2,-97.02528317,20.38557678
30159,1,-97.05242196,18.52987455
30160,2,-97.7102113,20.97114766
30161,1,-98.38160913,21.56885045
30164,1,-96.94156813,19.37380336
30166,1,-96.77330435,19.66861359
30169,1,-95.70208794,18.11412097
30173,3,-96.77611258,18.57974578
30174,9,-96.28645195,18.5498343
30175,3,-97.53020177,20.6604023
30176,2,-95.94648756,18.19605643
30178,2,-95.62298322,18.53369935
30180,3,-98.18534266,20.61155451
30181,1,-96.16951855,18.75498342
30183,3,-97.174431,20.02356969
30188,1,-96.89706268,19.22619195
30189,10,-97.41178697,20.93479451
30192,1,-96.63426217,19.97684352
30193,39,-96.22166441,19.18582605
30196,3,-96.79963961,18.8264735
30197,1,-96.77341547,19.84816786
30201,3,-96.92548505,18.64926051
30204,4,-94.16076183,18.08486974
30205,1,-98.41892066,21.74926874
30206,1,-94.39136099,18.0627734
30208,1,-95.71865855,18.3267852
30211,1,-96.91521712,20.21728862
31011,1,-90.29962134,20.88945149
31041,2,-89.53688908,20.91855407
31048,2,-90.06972589,20.62194226
31050,10,-89.63952414,20.98406703
31056,1,-89.52253786,20.14716664
31058,2,-88.82791737,20.0774868
31073,1,-88.9046864,20.24777727
31079,1,-89.30074612,19.93222866
31101,1,-89.76543103,20.85247342
32005,4,-102.74682146,22.95689517
